             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON) 
           6885679   general Mar116_2     lzou  R      15:51      1 influ5 
           6885680   general Mar116_2     lzou  R      15:51      1 influ6 
           6885681   general Mar116_2     lzou  R      15:51      1 influ6 
           6885682   general Mar116_2     lzou  R      15:51      1 influ6 
           6885683   general Mar116_2     lzou  R      15:51      1 influ6 
           6885684   general Mar116_2     lzou  R      15:51      1 influ6 
           6885685   general Mar116_2     lzou  R      15:51      1 influ6 
           6885686   general Mar116_2     lzou  R      15:51      1 influ6 
           6885687   general Mar116_2     lzou  R      15:51      1 influ6 
           6885688   general Mar116_2     lzou  R      15:51      1 influ6 
           6885689   general Mar116_2     lzou  R      15:51      1 influ6 
           6885690   general Mar116_2     lzou  R      15:51      1 influ6 
           6885691   general Mar116_2     lzou  R      15:51      1 influ6 
           6885692   general Mar116_2     lzou  R      15:51      1 influ6 
           6885693   general Mar116_2     lzou  R      15:51      1 influ6 
           6885694   general Mar116_2     lzou  R      15:51      1 influ6 
           6885695   general Mar116_2     lzou  R      15:51      1 influ6 
           6885696   general Mar116_2     lzou  R      15:51      1 influ6 
           6885697   general Mar116_2     lzou  R      15:51      1 influ6 
           6885698   general Mar116_2     lzou  R      15:51      1 influ6 
           6885699   general Mar116_2     lzou  R      15:51      1 influ6 
           6885645   general Mar116_1     lzou  R      16:21      1 influ5 
           6885646   general Mar116_1     lzou  R      16:21      1 influ5 
           6885647   general Mar116_1     lzou  R      16:21      1 influ5 
           6885648   general Mar116_1     lzou  R      16:21      1 influ5 
           6885649   general Mar116_1     lzou  R      16:21      1 influ5 
           6885650   general Mar116_1     lzou  R      16:21      1 influ5 
           6885651   general Mar116_1     lzou  R      16:21      1 influ5 
           6885652   general Mar116_1     lzou  R      16:21      1 influ5 
           6885653   general Mar116_1     lzou  R      16:21      1 influ5 
           6885654   general Mar116_1     lzou  R      16:21      1 influ5 
           6885655   general Mar116_1     lzou  R      16:21      1 influ5 
           6885656   general Mar116_1     lzou  R      16:21      1 influ5 
           6885657   general Mar116_1     lzou  R      16:21      1 influ5 
           6885658   general Mar116_1     lzou  R      16:21      1 influ5 
           6885659   general Mar116_1     lzou  R      16:21      1 influ5 
           6885660   general Mar116_1     lzou  R      16:21      1 influ5 
           6885661   general Mar116_1     lzou  R      16:21      1 influ5 
           6885662   general Mar116_1     lzou  R      16:21      1 influ5 
           6885663   general Mar116_1     lzou  R      16:21      1 influ5 
           6885664   general Mar116_1     lzou  R      16:21      1 influ5 
           6885665   general Mar116_1     lzou  R      16:21      1 influ5 
           6885666   general Mar116_1     lzou  R      16:21      1 influ5 
           6885667   general Mar116_1     lzou  R      16:21      1 influ5 
           6885668   general Mar116_1     lzou  R      16:21      1 influ5 
           6885669   general Mar116_1     lzou  R      16:21      1 influ5 
           6885670   general Mar116_1     lzou  R      16:21      1 influ5 
           6885671   general Mar116_1     lzou  R      16:21      1 influ5 
           6885672   general Mar116_1     lzou  R      16:21      1 influ5 
           6885617   general Mar116_1     lzou  R      16:51      1 influ4 
           6885618   general Mar116_1     lzou  R      16:51      1 influ4 
           6885619   general Mar116_1     lzou  R      16:51      1 influ4 
           6885620   general Mar116_1     lzou  R      16:51      1 influ4 
           6885621   general Mar116_1     lzou  R      16:51      1 influ4 
           6885622   general Mar116_1     lzou  R      16:51      1 influ4 
           6885623   general Mar116_1     lzou  R      16:51      1 influ4 
           6885624   general Mar116_1     lzou  R      16:51      1 influ4 
           6885625   general Mar116_1     lzou  R      16:51      1 influ4 
           6885626   general Mar116_1     lzou  R      16:51      1 influ4 
           6885627   general Mar116_1     lzou  R      16:51      1 influ4 
           6885628   general Mar116_1     lzou  R      16:51      1 influ5 
           6885629   general Mar116_1     lzou  R      16:51      1 influ5 
           6885630   general Mar116_1     lzou  R      16:51      1 influ5 
           6885631   general Mar116_1     lzou  R      16:51      1 influ5 
           6885632   general Mar116_1     lzou  R      16:51      1 influ5 
           6885633   general Mar116_1     lzou  R      16:51      1 influ5 
           6885634   general Mar116_1     lzou  R      16:51      1 influ5 
           6885635   general Mar116_1     lzou  R      16:51      1 influ5 
           6885637   general Mar116_1     lzou  R      16:51      1 influ5 
           6885638   general Mar116_1     lzou  R      16:51      1 influ5 
           6885639   general Mar116_1     lzou  R      16:51      1 influ5 
           6885640   general Mar116_1     lzou  R      16:51      1 influ5 
           6885641   general Mar116_1     lzou  R      16:51      1 influ5 
           6885642   general Mar116_1     lzou  R      16:51      1 influ5 
           6885643   general Mar116_1     lzou  R      16:51      1 influ5 
           6885644   general Mar116_1     lzou  R      16:51      1 influ5 
           6885590   general Mar116_1     lzou  R      17:21      1 influ4 
           6885591   general Mar116_1     lzou  R      17:21      1 influ4 
           6885592   general Mar116_1     lzou  R      17:21      1 influ4 
           6885593   general Mar116_1     lzou  R      17:21      1 influ4 
           6885594   general Mar116_1     lzou  R      17:21      1 influ4 
           6885595   general Mar116_1     lzou  R      17:21      1 influ4 
           6885596   general Mar116_1     lzou  R      17:21      1 influ4 
           6885597   general Mar116_1     lzou  R      17:21      1 influ4 
           6885598   general Mar116_1     lzou  R      17:21      1 influ4 
           6885599   general Mar116_1     lzou  R      17:21      1 influ4 
           6885600   general Mar116_1     lzou  R      17:21      1 influ4 
           6885601   general Mar116_1     lzou  R      17:21      1 influ4 
           6885602   general Mar116_1     lzou  R      17:21      1 influ4 
           6885603   general Mar116_1     lzou  R      17:21      1 influ4 
           6885604   general Mar116_1     lzou  R      17:21      1 influ4 
           6885605   general Mar116_1     lzou  R      17:21      1 influ4 
           6885606   general Mar116_1     lzou  R      17:21      1 influ4 
           6885607   general Mar116_1     lzou  R      17:21      1 influ4 
           6885608   general Mar116_1     lzou  R      17:21      1 influ4 
           6885609   general Mar116_1     lzou  R      17:21      1 influ4 
           6885610   general Mar116_1     lzou  R      17:21      1 influ4 
           6885611   general Mar116_1     lzou  R      17:21      1 influ4 
           6885612   general Mar116_1     lzou  R      17:21      1 influ4 
           6885613   general Mar116_1     lzou  R      17:21      1 influ4 
           6885614   general Mar116_1     lzou  R      17:21      1 influ4 
           6885615   general Mar116_1     lzou  R      17:21      1 influ4 
           6885616   general Mar116_1     lzou  R      17:21      1 influ4 
           6885563   general Mar116_8     lzou  R      17:51      1 awi19 
           6885564   general Mar116_8     lzou  R      17:51      1 influ4 
           6885565   general Mar116_8     lzou  R      17:51      1 influ4 
           6885566   general Mar116_8     lzou  R      17:51      1 influ4 
           6885567   general Mar116_9     lzou  R      17:51      1 influ4 
           6885568   general Mar116_9     lzou  R      17:51      1 influ4 
           6885569   general Mar116_9     lzou  R      17:51      1 influ4 
           6885570   general Mar116_9     lzou  R      17:51      1 influ4 
           6885571   general Mar116_9     lzou  R      17:51      1 influ4 
           6885572   general Mar116_9     lzou  R      17:51      1 influ4 
           6885573   general Mar116_9     lzou  R      17:51      1 influ4 
           6885574   general Mar116_9     lzou  R      17:51      1 influ4 
           6885575   general Mar116_9     lzou  R      17:51      1 influ4 
           6885576   general Mar116_9     lzou  R      17:51      1 influ4 
           6885577   general Mar116_1     lzou  R      17:51      1 influ4 
           6885578   general Mar116_1     lzou  R      17:51      1 influ4 
           6885579   general Mar116_1     lzou  R      17:51      1 influ4 
           6885580   general Mar116_1     lzou  R      17:51      1 influ4 
           6885581   general Mar116_1     lzou  R      17:51      1 influ4 
           6885582   general Mar116_1     lzou  R      17:51      1 influ4 
           6885583   general Mar116_1     lzou  R      17:51      1 influ4 
           6885584   general Mar116_1     lzou  R      17:51      1 influ4 
           6885585   general Mar116_1     lzou  R      17:51      1 influ4 
           6885586   general Mar116_1     lzou  R      17:51      1 influ4 
           6885587   general Mar116_1     lzou  R      17:51      1 influ4 
           6885588   general Mar116_1     lzou  R      17:51      1 influ4 
           6885589   general Mar116_1     lzou  R      17:51      1 influ4 
           6885535   general Mar116_5     lzou  R      18:21      1 awi20 
           6885536   general Mar116_5     lzou  R      18:21      1 awi20 
           6885537   general Mar116_6     lzou  R      18:21      1 awi20 
           6885538   general Mar116_6     lzou  R      18:21      1 awi20 
           6885539   general Mar116_6     lzou  R      18:21      1 3dgi1 
           6885540   general Mar116_6     lzou  R      18:21      1 3dgi1 
           6885541   general Mar116_6     lzou  R      18:21      1 3dgi2 
           6885542   general Mar116_6     lzou  R      18:21      1 3dgi2 
           6885543   general Mar116_6     lzou  R      18:21      1 awi24 
           6885544   general Mar116_6     lzou  R      18:21      1 awi24 
           6885545   general Mar116_6     lzou  R      18:21      1 awi24 
           6885546   general Mar116_6     lzou  R      18:21      1 awi24 
           6885547   general Mar116_7     lzou  R      18:21      1 awi24 
           6885548   general Mar116_7     lzou  R      18:21      1 awi24 
           6885549   general Mar116_7     lzou  R      18:21      1 awi24 
           6885550   general Mar116_7     lzou  R      18:21      1 awi24 
           6885551   general Mar116_7     lzou  R      18:21      1 awi24 
           6885552   general Mar116_7     lzou  R      18:21      1 awi24 
           6885553   general Mar116_7     lzou  R      18:21      1 awi25 
           6885554   general Mar116_7     lzou  R      18:21      1 awi25 
           6885555   general Mar116_7     lzou  R      18:21      1 awi25 
           6885556   general Mar116_7     lzou  R      18:21      1 awi25 
           6885557   general Mar116_8     lzou  R      18:21      1 awi25 
           6885558   general Mar116_8     lzou  R      18:21      1 awi25 
           6885559   general Mar116_8     lzou  R      18:21      1 awi25 
           6885560   general Mar116_8     lzou  R      18:21      1 awi25 
           6885561   general Mar116_8     lzou  R      18:21      1 awi25 
           6885562   general Mar116_8     lzou  R      18:21      1 awi25 
           6885508   general Mar116_3     lzou  R      18:51      1 awi19 
           6885509   general Mar116_3     lzou  R      18:51      1 awi19 
           6885510   general Mar116_3     lzou  R      18:51      1 awi19 
           6885511   general Mar116_3     lzou  R      18:51      1 awi19 
           6885512   general Mar116_3     lzou  R      18:51      1 awi19 
           6885513   general Mar116_3     lzou  R      18:51      1 awi20 
           6885514   general Mar116_3     lzou  R      18:51      1 awi20 
           6885515   general Mar116_3     lzou  R      18:51      1 awi20 
           6885516   general Mar116_3     lzou  R      18:51      1 awi20 
           6885517   general Mar116_4     lzou  R      18:51      1 awi20 
           6885518   general Mar116_4     lzou  R      18:51      1 awi20 
           6885519   general Mar116_4     lzou  R      18:51      1 awi20 
           6885520   general Mar116_4     lzou  R      18:51      1 awi20 
           6885521   general Mar116_4     lzou  R      18:51      1 awi20 
           6885522   general Mar116_4     lzou  R      18:51      1 awi20 
           6885523   general Mar116_4     lzou  R      18:51      1 awi20 
           6885524   general Mar116_4     lzou  R      18:51      1 awi20 
           6885525   general Mar116_4     lzou  R      18:51      1 awi20 
           6885526   general Mar116_4     lzou  R      18:51      1 awi20 
           6885527   general Mar116_5     lzou  R      18:51      1 awi20 
           6885528   general Mar116_5     lzou  R      18:51      1 awi20 
           6885529   general Mar116_5     lzou  R      18:51      1 awi20 
           6885530   general Mar116_5     lzou  R      18:51      1 awi20 
           6885531   general Mar116_5     lzou  R      18:51      1 awi20 
           6885532   general Mar116_5     lzou  R      18:51      1 awi20 
           6885533   general Mar116_5     lzou  R      18:51      1 awi20 
           6885534   general Mar116_5     lzou  R      18:51      1 awi20 
           6885478   general Mar116_3     lzou  R      19:21      1 grs2 
           6885479   general Mar116_4     lzou  R      19:21      1 grs3 
           6885480   general Mar116_5     lzou  R      19:21      1 grs3 
           6885481   general Mar116_6     lzou  R      19:21      1 grs3 
           6885482   general Mar116_7     lzou  R      19:21      1 grs4 
           6885483   general Mar116_8     lzou  R      19:21      1 grs4 
           6885484   general Mar116_9     lzou  R      19:21      1 grs4 
           6885485   general Mar116_1     lzou  R      19:21      1 grs4 
           6885486   general Mar116_1     lzou  R      19:21      1 grs4 
           6885488   general Mar116_1     lzou  R      19:21      1 grs4 
           6885489   general Mar116_1     lzou  R      19:21      1 grs4 
           6885490   general Mar116_1     lzou  R      19:21      1 grs4 
           6885491   general Mar116_1     lzou  R      19:21      1 grs4 
           6885492   general Mar116_1     lzou  R      19:21      1 grs4 
           6885493   general Mar116_1     lzou  R      19:21      1 awi22 
           6885494   general Mar116_1     lzou  R      19:21      1 awi17 
           6885496   general Mar116_1     lzou  R      19:21      1 awi17 
           6885497   general Mar116_2     lzou  R      19:21      1 awi17 
           6885498   general Mar116_2     lzou  R      19:21      1 awi17 
           6885499   general Mar116_2     lzou  R      19:21      1 awi19 
           6885500   general Mar116_2     lzou  R      19:21      1 awi19 
           6885501   general Mar116_2     lzou  R      19:21      1 awi19 
           6885502   general Mar116_2     lzou  R      19:21      1 awi19 
           6885503   general Mar116_2     lzou  R      19:21      1 awi19 
           6885504   general Mar116_2     lzou  R      19:21      1 awi19 
           6885505   general Mar116_2     lzou  R      19:21      1 awi19 
           6885506   general Mar116_2     lzou  R      19:21      1 awi19 
           6885507   general Mar116_3     lzou  R      19:21      1 awi19 
           6885476   general Mar116_1     lzou  R      19:51      1 grs1 
           6885477   general Mar116_2     lzou  R      19:51      1 grs2 
           6875280   general Elastic_ lahooger  R 4-05:45:53      1 100plus 
           6885284   general ascad_v2   gperin  R    3:49:50      1 insy14 
           6885290   general train_no tstreefk  R    3:43:18      1 insy14 
           6885466   general traffic. msuaudec  R      40:55      1 influ2 
           6885465   general traffic. msuaudec  R      41:25      1 tbm5 
           6885462   general traffic. msuaudec  R      42:55      1 awi24 
           6885436   general traffic. msuaudec  R      52:27      1 100plus 
           6885435   general traffic. msuaudec  R      54:27      1 awi25 
           6885433   general traffic. msuaudec  R      55:57      1 3dgi2 
           6885432   general traffic. msuaudec  R      56:57      1 3dgi1 
           6881185   general traffic. msuaudec  R    7:43:55      1 awi02 
           6881186   general traffic. msuaudec  R    7:43:55      1 awi01 
           6880941   general traffic. msuaudec  R    7:49:56      1 ewi1 
       6877107_184   general text_foo     zli6  R      55:57      1 ewi4 
       6877107_172   general text_foo     zli6  R      58:58      1 ewi3 
       6877107_173   general text_foo     zli6  R      58:58      1 ewi3 
       6877107_174   general text_foo     zli6  R      58:58      1 ewi3 
       6877107_175   general text_foo     zli6  R      58:58      1 ewi3 
       6877107_176   general text_foo     zli6  R      58:58      1 influ1 
       6877107_177   general text_foo     zli6  R      58:58      1 influ1 
       6877107_178   general text_foo     zli6  R      58:58      1 influ1 
       6877107_179   general text_foo     zli6  R      58:58      1 influ1 
       6877107_180   general text_foo     zli6  R      58:58      1 influ1 
       6877107_181   general text_foo     zli6  R      58:58      1 influ1 
       6877107_182   general text_foo     zli6  R      58:58      1 influ1 
       6877107_183   general text_foo     zli6  R      58:58      1 influ1 
       6877107_169   general text_foo     zli6  R    1:33:31      1 influ3 
       6877107_170   general text_foo     zli6  R    1:33:31      1 insy15 
       6877107_171   general text_foo     zli6  R    1:33:31      1 insy15 
       6877107_168   general text_foo     zli6  R    1:34:01      1 influ3 
       6877107_167   general text_foo     zli6  R    1:34:31      1 influ3 
       6877107_166   general text_foo     zli6  R    1:36:01      1 insy15 
       6877107_165   general text_foo     zli6  R    1:38:31      1 influ3 
       6877107_164   general text_foo     zli6  R    1:39:01      1 insy15 
       6877107_163   general text_foo     zli6  R    1:40:01      1 insy16 
       6877107_162   general text_foo     zli6  R    1:41:01      1 insy16 
       6877107_161   general text_foo     zli6  R    1:42:02      1 insy16 
       6877107_160   general text_foo     zli6  R    1:43:02      1 insy16 
       6877107_159   general text_foo     zli6  R    2:49:08      1 ewi3 
       6877107_156   general text_foo     zli6  R    2:50:08      1 ewi3 
       6877107_157   general text_foo     zli6  R    2:50:08      1 ewi3 
       6877107_158   general text_foo     zli6  R    2:50:08      1 ewi3 
       6877107_155   general text_foo     zli6  R    2:51:08      1 influ2 
       6877107_154   general text_foo     zli6  R    2:54:39      1 ewi4 
       6877107_153   general text_foo     zli6  R    3:09:10      1 ewi4 
       6877107_152   general text_foo     zli6  R    3:09:40      1 ewi4 
       6877107_151   general text_foo     zli6  R    3:10:41      1 influ2 
           6885384   general qn_dw.sb sfalkena  R    2:15:35      1 insy14 
           6885347   general qn_dw_qu sfalkena  R    2:54:39      1 insy13 
           6885351   general recur_mo ryorgova  R    2:51:08      5 awi19,grs[1-4] 
           6881457   general FedGNNBa     jxu8  R    3:37:46      1 insy13 
           6885379   general FedGNNBa     jxu8  R    2:24:06      1 insy14 
           6885431   general traffic_ msuaudec  R      57:27      1 awi17 
           6885430   general traffic_ msuaudec  R      58:27      1 awi17 
           6885390   general traffic_ msuaudec  R    2:11:04      1 awi22 
           6881189   general traffic_ msuaudec  R    7:42:54      1 awi02 
           6881187   general traffic_ msuaudec  R    7:43:24      1 wis1 
           6881188   general traffic_ msuaudec  R    7:43:24      1 wis1 
           6879429   general preproce   aceria  R   19:10:32      1 tbm5 
           6877754   general Mar17_10     lzou  R 2-08:40:51      1 awi22 
           6877752   general Mar17_98     lzou  R 2-08:41:21      1 awi22 
           6877753   general Mar17_99     lzou  R 2-08:41:21      1 awi22 
           6877751   general Mar17_97     lzou  R 2-08:41:51      1 awi22 
           6877747   general Mar17_93     lzou  R 2-08:42:21      1 awi21 
           6877748   general Mar17_94     lzou  R 2-08:42:21      1 awi21 
           6877749   general Mar17_95     lzou  R 2-08:42:21      1 awi21 
           6877750   general Mar17_96     lzou  R 2-08:42:21      1 awi21 
           6877746   general Mar17_92     lzou  R 2-08:42:51      1 awi21 
           6877744   general Mar17_90     lzou  R 2-08:43:51      1 awi21 
           6877745   general Mar17_91     lzou  R 2-08:43:51      1 awi21 
           6877741   general Mar17_87     lzou  R 2-08:44:51      1 awi21 
           6877742   general Mar17_88     lzou  R 2-08:44:51      1 awi21 
           6877743   general Mar17_89     lzou  R 2-08:44:51      1 awi21 
           6877739   general Mar17_85     lzou  R 2-08:45:21      1 awi21 
           6877740   general Mar17_86     lzou  R 2-08:45:21      1 awi21 
           6877736   general Mar17_82     lzou  R 2-08:45:51      1 awi21 
           6877734   general Mar17_80     lzou  R 2-08:46:21      1 awi21 
           6877732   general Mar17_78     lzou  R 2-08:47:21      1 awi21 
           6877729   general Mar17_75     lzou  R 2-08:47:51      1 awi21 
           6877730   general Mar17_76     lzou  R 2-08:47:51      1 awi21 
           6877727   general Mar17_73     lzou  R 2-08:48:21      1 awi21 
           6877728   general Mar17_74     lzou  R 2-08:48:21      1 awi21 
           6877725   general Mar17_71     lzou  R 2-08:48:51      1 awi21 
           6877726   general Mar17_72     lzou  R 2-08:48:51      1 awi21 
           6877723   general Mar17_69     lzou  R 2-08:49:22      1 awi21 
           6877724   general Mar17_70     lzou  R 2-08:49:22      1 awi21 
           6877721   general Mar17_67     lzou  R 2-08:50:22      1 awi21 
           6877719   general Mar17_65     lzou  R 2-08:51:52      1 awi21 
           6877718   general Mar17_64     lzou  R 2-08:52:22      1 awi21 
           6877714   general Mar17_60     lzou  R 2-08:52:52      1 awi21 
           6877711   general Mar17_57     lzou  R 2-08:54:22      1 awi21 
           6877706   general Mar17_52     lzou  R 2-09:33:58      1 awi20 
           6877705   general Mar17_51     lzou  R 2-09:39:10      1 awi19 
           6885381   general snakejob mjvander  R    2:22:05      1 grs1 
           6885380   general snakejob mjvander  R    2:23:36      1 grs1 
           6885395   general mergeUns pkeukele  R    1:47:02      1 awi22 
           6881482   general StS_2_9. mcvander  R    7:04:12      1 awi03 
           6881193   general flye-pac   bcosma  R    7:27:52      1 awi04 
           6881194   general flye-ont   bcosma  R    7:27:52      1 awi05 
           6879365   general run_HPC_ rperezda  R   21:38:16      1 insy13 
           6879364   general run_HPC_ rperezda  R   21:38:46      1 insy11 
           6879363   general run_HPC_ rperezda  R   21:39:16      1 insy14 
           6879362   general run_HPC_ rperezda  R   21:40:16      1 insy14 
           6879361   general run_HPC_ rperezda  R   21:40:46      1 wis1 
           6879360   general run_HPC_ rperezda  R   21:41:46      1 insy11 
           6879359   general run_HPC_ rperezda  R   21:42:46      1 wis1 
           6879358   general run_HPC_ rperezda  R   21:43:47      1 insy13 
           6885316   general snakejob mjvander  R    3:56:22      1 grs4 
           6878396   general coolbest rdoodema  R 2-00:06:23      1 influ5 
           6884966   general morefilt   jjmkok  R    3:02:40      1 insy12 
           6884013   general morefilt   jjmkok  R    3:14:11      1 insy11 
           6879076   general morefilt   jjmkok  R   21:36:46      1 insy13 
           6879025   general morefilt   jjmkok  R 1-07:07:18      1 insy13 
           6877114   general morefilt   jjmkok  R 3-01:44:30      1 insy11 
           6879945   general k5nor08. lingyung  R   20:17:09      1 ewi1 
           6879933   general k5-08.sh lingyung  R   21:08:43      1 awi02 
           6880087   general TnetAll. robinzha  R   17:08:17      1 ewi4 
           6880054   general TnetAll. robinzha  R   17:30:18      1 influ1 
           6880055   general TnetAll. robinzha  R   17:30:18      1 ewi4 
           6880053   general TnetAll. robinzha  R   17:30:48      1 3dgi2 
           6880052   general TnetAll. robinzha  R   17:33:13      1 3dgi1 
           6880050   general TnetAll. robinzha  R   17:33:43      1 influ6 
           6880051   general TnetAll. robinzha  R   17:33:43      1 ewi3 
           6880049   general TnetAll. robinzha  R   17:34:13      1 influ6 
           6880048   general TnetAll. robinzha  R   17:35:43      1 awi25 
           6880045   general TnetAll. robinzha  R   17:37:43      1 awi17 
           6880043   general TnetAll. robinzha  R   17:38:13      1 grs3 
           6878999   general wtdbg-on   bcosma  R 1-04:50:02      1 awi22 
           6879019   general badread-   bcosma  R 1-07:15:49      1 grs2 
           6879020   general badread-   bcosma  R 1-07:15:49      1 grs2 
           6879021   general badread-   bcosma  R 1-07:15:49      1 grs4 
           6879022   general badread-   bcosma  R 1-07:15:49      1 grs4 
           6879018   general badread-   bcosma  R 1-07:16:20      1 grs1 
           6879017   general badread-   bcosma  R 1-07:20:50      1 grs1 
           6875093   general exp5,1ta anujsing  R 3-02:21:01      1 influ2 
           6875125   general exp5,5ta anujsing  R 3-02:21:01      1 influ2 
           6885333    imphys      TUI mmozaffa  R      33:09      1 awi01 
           6886397 imphys,ge 2_MONO_1 agismata PD       0:00      1 (Resources) 
