             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON) 
           6886189   general Mar118_2     lzou  R       6:48      1 awi08 
           6886190   general Mar118_2     lzou  R       6:48      1 awi08 
           6886191   general Mar118_2     lzou  R       6:48      1 awi08 
           6886192   general Mar118_2     lzou  R       6:48      1 awi08 
           6886193   general Mar118_2     lzou  R       6:48      1 awi08 
           6886194   general Mar118_2     lzou  R       6:48      1 awi08 
           6886195   general Mar118_2     lzou  R       6:48      1 awi08 
           6886142   general Mar118_1     lzou  R       7:18      1 awi06 
           6886143   general Mar118_1     lzou  R       7:18      1 awi06 
           6886144   general Mar118_1     lzou  R       7:18      1 awi06 
           6886145   general Mar118_1     lzou  R       7:18      1 awi06 
           6886146   general Mar118_1     lzou  R       7:18      1 awi06 
           6886147   general Mar118_1     lzou  R       7:18      1 awi06 
           6886148   general Mar118_1     lzou  R       7:18      1 awi07 
           6886149   general Mar118_1     lzou  R       7:18      1 awi07 
           6886150   general Mar118_1     lzou  R       7:18      1 awi07 
           6886151   general Mar118_1     lzou  R       7:18      1 awi07 
           6886152   general Mar118_1     lzou  R       7:18      1 awi07 
           6886153   general Mar118_1     lzou  R       7:18      1 awi07 
           6886154   general Mar118_1     lzou  R       7:18      1 awi07 
           6886155   general Mar118_1     lzou  R       7:18      1 awi07 
           6886156   general Mar118_1     lzou  R       7:18      1 awi07 
           6886157   general Mar118_1     lzou  R       7:18      1 awi07 
           6886158   general Mar118_1     lzou  R       7:18      1 awi07 
           6886159   general Mar118_1     lzou  R       7:18      1 awi07 
           6886160   general Mar118_1     lzou  R       7:18      1 awi07 
           6886161   general Mar118_1     lzou  R       7:18      1 awi07 
           6886162   general Mar118_1     lzou  R       7:18      1 awi07 
           6886163   general Mar118_1     lzou  R       7:18      1 awi07 
           6886164   general Mar118_1     lzou  R       7:18      1 awi07 
           6886165   general Mar118_1     lzou  R       7:18      1 awi07 
           6886166   general Mar118_1     lzou  R       7:18      1 awi07 
           6886167   general Mar118_1     lzou  R       7:18      1 awi07 
           6886168   general Mar118_1     lzou  R       7:18      1 awi07 
           6886115   general Mar118_1     lzou  R       7:48      1 insy16 
           6886116   general Mar118_1     lzou  R       7:48      1 awi05 
           6886117   general Mar118_1     lzou  R       7:48      1 awi05 
           6886118   general Mar118_1     lzou  R       7:48      1 awi05 
           6886119   general Mar118_1     lzou  R       7:48      1 awi05 
           6886120   general Mar118_1     lzou  R       7:48      1 awi06 
           6886121   general Mar118_1     lzou  R       7:48      1 awi06 
           6886122   general Mar118_1     lzou  R       7:48      1 awi06 
           6886123   general Mar118_1     lzou  R       7:48      1 awi06 
           6886124   general Mar118_1     lzou  R       7:48      1 awi06 
           6886125   general Mar118_1     lzou  R       7:48      1 awi06 
           6886126   general Mar118_1     lzou  R       7:48      1 awi06 
           6886127   general Mar118_1     lzou  R       7:48      1 awi06 
           6886128   general Mar118_1     lzou  R       7:48      1 awi06 
           6886129   general Mar118_1     lzou  R       7:48      1 awi06 
           6886130   general Mar118_1     lzou  R       7:48      1 awi06 
           6886131   general Mar118_1     lzou  R       7:48      1 awi06 
           6886132   general Mar118_1     lzou  R       7:48      1 awi06 
           6886133   general Mar118_1     lzou  R       7:48      1 awi06 
           6886134   general Mar118_1     lzou  R       7:48      1 awi06 
           6886135   general Mar118_1     lzou  R       7:48      1 awi06 
           6886136   general Mar118_1     lzou  R       7:48      1 awi06 
           6886137   general Mar118_1     lzou  R       7:48      1 awi06 
           6886138   general Mar118_1     lzou  R       7:48      1 awi06 
           6886139   general Mar118_1     lzou  R       7:48      1 awi06 
           6886140   general Mar118_1     lzou  R       7:48      1 awi06 
           6886141   general Mar118_1     lzou  R       7:48      1 awi06 
           6886087   general Mar118_1     lzou  R       8:18      1 awi04 
           6886088   general Mar118_1     lzou  R       8:18      1 awi04 
           6886089   general Mar118_1     lzou  R       8:18      1 awi04 
           6886090   general Mar118_1     lzou  R       8:18      1 awi04 
           6886091   general Mar118_1     lzou  R       8:18      1 awi04 
           6886092   general Mar118_1     lzou  R       8:18      1 awi04 
           6886093   general Mar118_1     lzou  R       8:18      1 awi04 
           6886094   general Mar118_1     lzou  R       8:18      1 awi04 
           6886095   general Mar118_1     lzou  R       8:18      1 awi04 
           6886096   general Mar118_1     lzou  R       8:18      1 awi04 
           6886097   general Mar118_1     lzou  R       8:18      1 awi04 
           6886098   general Mar118_1     lzou  R       8:18      1 awi04 
           6886099   general Mar118_1     lzou  R       8:18      1 awi04 
           6886100   general Mar118_1     lzou  R       8:18      1 awi05 
           6886101   general Mar118_1     lzou  R       8:18      1 awi05 
           6886102   general Mar118_1     lzou  R       8:18      1 awi05 
           6886103   general Mar118_1     lzou  R       8:18      1 awi05 
           6886104   general Mar118_1     lzou  R       8:18      1 awi05 
           6886105   general Mar118_1     lzou  R       8:18      1 awi05 
           6886106   general Mar118_1     lzou  R       8:18      1 awi05 
           6886107   general Mar118_1     lzou  R       8:18      1 awi05 
           6886108   general Mar118_1     lzou  R       8:18      1 awi05 
           6886109   general Mar118_1     lzou  R       8:18      1 awi05 
           6886110   general Mar118_1     lzou  R       8:18      1 awi05 
           6886112   general Mar118_1     lzou  R       8:18      1 awi05 
           6886113   general Mar118_1     lzou  R       8:18      1 awi05 
           6886114   general Mar118_1     lzou  R       8:18      1 awi05 
           6886059   general Mar118_7     lzou  R       8:49      1 awi24 
           6886060   general Mar118_7     lzou  R       8:49      1 insy16 
           6886061   general Mar118_7     lzou  R       8:49      1 insy16 
           6886062   general Mar118_7     lzou  R       8:49      1 insy16 
           6886063   general Mar118_7     lzou  R       8:49      1 insy16 
           6886064   general Mar118_7     lzou  R       8:49      1 awi12 
           6886065   general Mar118_7     lzou  R       8:49      1 awi12 
           6886066   general Mar118_8     lzou  R       8:49      1 awi12 
           6886067   general Mar118_8     lzou  R       8:49      1 awi12 
           6886068   general Mar118_8     lzou  R       8:49      1 awi12 
           6886069   general Mar118_8     lzou  R       8:49      1 awi12 
           6886070   general Mar118_8     lzou  R       8:49      1 awi12 
           6886071   general Mar118_8     lzou  R       8:49      1 awi12 
           6886072   general Mar118_8     lzou  R       8:49      1 awi12 
           6886073   general Mar118_8     lzou  R       8:49      1 awi12 
           6886074   general Mar118_8     lzou  R       8:49      1 awi12 
           6886075   general Mar118_8     lzou  R       8:49      1 awi12 
           6886076   general Mar118_9     lzou  R       8:49      1 awi12 
           6886077   general Mar118_9     lzou  R       8:49      1 awi12 
           6886078   general Mar118_9     lzou  R       8:49      1 awi12 
           6886079   general Mar118_9     lzou  R       8:49      1 awi12 
           6886080   general Mar118_9     lzou  R       8:49      1 awi03 
           6886081   general Mar118_9     lzou  R       8:49      1 awi04 
           6886082   general Mar118_9     lzou  R       8:49      1 awi04 
           6886083   general Mar118_9     lzou  R       8:49      1 awi04 
           6886084   general Mar118_9     lzou  R       8:49      1 awi04 
           6886086   general Mar118_9     lzou  R       8:49      1 awi04 
           6886032   general Mar118_4     lzou  R       9:19      1 awi01 
           6886033   general Mar118_4     lzou  R       9:19      1 awi01 
           6886034   general Mar118_4     lzou  R       9:19      1 awi01 
           6886035   general Mar118_4     lzou  R       9:19      1 awi01 
           6886036   general Mar118_5     lzou  R       9:19      1 awi01 
           6886037   general Mar118_5     lzou  R       9:19      1 awi01 
           6886038   general Mar118_5     lzou  R       9:19      1 awi01 
           6886039   general Mar118_5     lzou  R       9:19      1 awi01 
           6886040   general Mar118_5     lzou  R       9:19      1 awi01 
           6886041   general Mar118_5     lzou  R       9:19      1 awi01 
           6886042   general Mar118_5     lzou  R       9:19      1 awi01 
           6886043   general Mar118_5     lzou  R       9:19      1 awi01 
           6886044   general Mar118_5     lzou  R       9:19      1 awi01 
           6886045   general Mar118_5     lzou  R       9:19      1 awi01 
           6886046   general Mar118_6     lzou  R       9:19      1 awi01 
           6886047   general Mar118_6     lzou  R       9:19      1 awi12 
           6886048   general Mar118_6     lzou  R       9:19      1 awi12 
           6886049   general Mar118_6     lzou  R       9:19      1 awi12 
           6886050   general Mar118_6     lzou  R       9:19      1 awi12 
           6886051   general Mar118_6     lzou  R       9:19      1 awi12 
           6886052   general Mar118_6     lzou  R       9:19      1 awi12 
           6886053   general Mar118_6     lzou  R       9:19      1 awi12 
           6886054   general Mar118_6     lzou  R       9:19      1 awi12 
           6886055   general Mar118_6     lzou  R       9:19      1 awi12 
           6886056   general Mar118_7     lzou  R       9:19      1 awi12 
           6886057   general Mar118_7     lzou  R       9:19      1 awi12 
           6886058   general Mar118_7     lzou  R       9:19      1 awi12 
           6886004   general Mar118_1     lzou  R       9:49      1 wis1 
           6886005   general Mar118_1     lzou  R       9:49      1 wis1 
           6886006   general Mar118_2     lzou  R       9:49      1 wis1 
           6886007   general Mar118_2     lzou  R       9:49      1 wis1 
           6886008   general Mar118_2     lzou  R       9:49      1 wis1 
           6886009   general Mar118_2     lzou  R       9:49      1 wis1 
           6886010   general Mar118_2     lzou  R       9:49      1 wis1 
           6886011   general Mar118_2     lzou  R       9:49      1 wis1 
           6886012   general Mar118_2     lzou  R       9:49      1 wis1 
           6886013   general Mar118_2     lzou  R       9:49      1 wis1 
           6886014   general Mar118_2     lzou  R       9:49      1 wis1 
           6886015   general Mar118_2     lzou  R       9:49      1 wis1 
           6886016   general Mar118_3     lzou  R       9:49      1 wis1 
           6886017   general Mar118_3     lzou  R       9:49      1 wis1 
           6886018   general Mar118_3     lzou  R       9:49      1 awi02 
           6886019   general Mar118_3     lzou  R       9:49      1 awi02 
           6886020   general Mar118_3     lzou  R       9:49      1 awi02 
           6886021   general Mar118_3     lzou  R       9:49      1 awi02 
           6886022   general Mar118_3     lzou  R       9:49      1 awi02 
           6886023   general Mar118_3     lzou  R       9:49      1 awi02 
           6886024   general Mar118_3     lzou  R       9:49      1 awi02 
           6886025   general Mar118_3     lzou  R       9:49      1 awi01 
           6886026   general Mar118_4     lzou  R       9:49      1 awi01 
           6886027   general Mar118_4     lzou  R       9:49      1 awi01 
           6886028   general Mar118_4     lzou  R       9:49      1 awi01 
           6886029   general Mar118_4     lzou  R       9:49      1 awi01 
           6886030   general Mar118_4     lzou  R       9:49      1 awi01 
           6886031   general Mar118_4     lzou  R       9:49      1 awi01 
           6885977   general Mar117_2     lzou  R      10:19      1 insy16 
           6885978   general Mar117_2     lzou  R      10:19      1 insy16 
           6885979   general Mar117_2     lzou  R      10:19      1 insy16 
           6885980   general Mar117_2     lzou  R      10:19      1 insy16 
           6885981   general Mar117_2     lzou  R      10:19      1 insy16 
           6885987   general Mar118_1     lzou  R      10:19      1 insy16 
           6885988   general Mar118_2     lzou  R      10:19      1 insy16 
           6885989   general Mar118_3     lzou  R      10:19      1 insy16 
           6885990   general Mar118_4     lzou  R      10:19      1 insy16 
           6885991   general Mar118_5     lzou  R      10:19      1 insy16 
           6885992   general Mar118_6     lzou  R      10:19      1 insy16 
           6885993   general Mar118_7     lzou  R      10:19      1 insy16 
           6885994   general Mar118_8     lzou  R      10:19      1 insy16 
           6885995   general Mar118_9     lzou  R      10:19      1 insy16 
           6885996   general Mar118_1     lzou  R      10:19      1 insy16 
           6885997   general Mar118_1     lzou  R      10:19      1 insy16 
           6885998   general Mar118_1     lzou  R      10:19      1 insy16 
           6885999   general Mar118_1     lzou  R      10:19      1 insy16 
           6886000   general Mar118_1     lzou  R      10:19      1 wis1 
           6886001   general Mar118_1     lzou  R      10:19      1 wis1 
           6886002   general Mar118_1     lzou  R      10:19      1 wis1 
           6886003   general Mar118_1     lzou  R      10:19      1 wis1 
           6885950   general Mar117_2     lzou  R      10:49      1 insy15 
           6885951   general Mar117_2     lzou  R      10:49      1 insy15 
           6885952   general Mar117_2     lzou  R      10:49      1 insy15 
           6885953   general Mar117_2     lzou  R      10:49      1 insy15 
           6885954   general Mar117_2     lzou  R      10:49      1 insy15 
           6885955   general Mar117_2     lzou  R      10:49      1 insy15 
           6885956   general Mar117_2     lzou  R      10:49      1 insy15 
           6885957   general Mar117_2     lzou  R      10:49      1 insy15 
           6885958   general Mar117_2     lzou  R      10:49      1 insy15 
           6885959   general Mar117_2     lzou  R      10:49      1 insy15 
           6885960   general Mar117_2     lzou  R      10:49      1 insy15 
           6885961   general Mar117_2     lzou  R      10:49      1 insy15 
           6885962   general Mar117_2     lzou  R      10:49      1 insy15 
           6885963   general Mar117_2     lzou  R      10:49      1 insy15 
           6885964   general Mar117_2     lzou  R      10:49      1 insy15 
           6885965   general Mar117_2     lzou  R      10:49      1 insy15 
           6885966   general Mar117_2     lzou  R      10:49      1 insy15 
           6885967   general Mar117_2     lzou  R      10:49      1 insy15 
           6885968   general Mar117_2     lzou  R      10:49      1 insy15 
           6885969   general Mar117_2     lzou  R      10:49      1 insy15 
           6885970   general Mar117_2     lzou  R      10:49      1 insy15 
           6885971   general Mar117_2     lzou  R      10:49      1 insy15 
           6885972   general Mar117_2     lzou  R      10:49      1 insy16 
           6885973   general Mar117_2     lzou  R      10:49      1 insy16 
           6885974   general Mar117_2     lzou  R      10:49      1 insy16 
           6885975   general Mar117_2     lzou  R      10:49      1 insy16 
           6885976   general Mar117_2     lzou  R      10:49      1 insy16 
           6885920   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885921   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885922   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885923   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885924   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885925   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885926   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885927   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885928   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885929   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885930   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885931   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885933   general Mar117_1     lzou  R      11:19      1 ewi4 
           6885934   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885936   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885937   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885938   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885939   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885940   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885942   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885943   general Mar117_2     lzou  R      11:19      1 ewi4 
           6885944   general Mar117_2     lzou  R      11:19      1 insy15 
           6885945   general Mar117_2     lzou  R      11:19      1 insy15 
           6885946   general Mar117_2     lzou  R      11:19      1 insy15 
           6885947   general Mar117_2     lzou  R      11:19      1 insy15 
           6885948   general Mar117_2     lzou  R      11:19      1 insy15 
           6885949   general Mar117_2     lzou  R      11:19      1 insy15 
           6885893   general Mar117_1     lzou  R      11:49      1 influ3 
           6885894   general Mar117_1     lzou  R      11:49      1 influ3 
           6885895   general Mar117_1     lzou  R      11:49      1 influ3 
           6885896   general Mar117_1     lzou  R      11:49      1 influ3 
           6885897   general Mar117_1     lzou  R      11:49      1 influ3 
           6885898   general Mar117_1     lzou  R      11:49      1 influ3 
           6885899   general Mar117_1     lzou  R      11:49      1 influ3 
           6885900   general Mar117_1     lzou  R      11:49      1 influ3 
           6885901   general Mar117_1     lzou  R      11:49      1 influ3 
           6885902   general Mar117_1     lzou  R      11:49      1 influ3 
           6885903   general Mar117_1     lzou  R      11:49      1 influ3 
           6885904   general Mar117_1     lzou  R      11:49      1 influ3 
           6885905   general Mar117_1     lzou  R      11:49      1 influ3 
           6885906   general Mar117_1     lzou  R      11:49      1 influ3 
           6885907   general Mar117_1     lzou  R      11:49      1 influ3 
           6885908   general Mar117_1     lzou  R      11:49      1 influ3 
           6885909   general Mar117_1     lzou  R      11:49      1 influ3 
           6885910   general Mar117_1     lzou  R      11:49      1 influ3 
           6885911   general Mar117_1     lzou  R      11:49      1 influ3 
           6885912   general Mar117_1     lzou  R      11:49      1 influ3 
           6885913   general Mar117_1     lzou  R      11:49      1 influ3 
           6885914   general Mar117_1     lzou  R      11:49      1 influ3 
           6885915   general Mar117_1     lzou  R      11:49      1 ewi4 
           6885916   general Mar117_1     lzou  R      11:49      1 ewi4 
           6885917   general Mar117_1     lzou  R      11:49      1 ewi4 
           6885918   general Mar117_1     lzou  R      11:49      1 ewi4 
           6885919   general Mar117_1     lzou  R      11:49      1 ewi4 
           6885866   general Mar117_1     lzou  R      12:20      1 influ1 
           6885867   general Mar117_1     lzou  R      12:20      1 influ1 
           6885868   general Mar117_1     lzou  R      12:20      1 influ1 
           6885869   general Mar117_1     lzou  R      12:20      1 influ1 
           6885870   general Mar117_1     lzou  R      12:20      1 influ1 
           6885871   general Mar117_1     lzou  R      12:20      1 influ1 
           6885872   general Mar117_1     lzou  R      12:20      1 influ1 
           6885873   general Mar117_1     lzou  R      12:20      1 influ1 
           6885874   general Mar117_1     lzou  R      12:20      1 influ1 
           6885875   general Mar117_1     lzou  R      12:20      1 influ1 
           6885876   general Mar117_1     lzou  R      12:20      1 influ1 
           6885877   general Mar117_1     lzou  R      12:20      1 influ1 
           6885878   general Mar117_1     lzou  R      12:20      1 influ1 
           6885879   general Mar117_1     lzou  R      12:20      1 influ1 
           6885880   general Mar117_1     lzou  R      12:20      1 influ1 
           6885881   general Mar117_1     lzou  R      12:20      1 influ1 
           6885882   general Mar117_1     lzou  R      12:20      1 influ1 
           6885883   general Mar117_1     lzou  R      12:20      1 influ1 
           6885884   general Mar117_1     lzou  R      12:20      1 influ2 
           6885885   general Mar117_1     lzou  R      12:20      1 influ2 
           6885886   general Mar117_1     lzou  R      12:20      1 influ2 
           6885887   general Mar117_1     lzou  R      12:20      1 influ3 
           6885888   general Mar117_1     lzou  R      12:20      1 influ3 
           6885889   general Mar117_1     lzou  R      12:20      1 influ3 
           6885890   general Mar117_1     lzou  R      12:20      1 influ3 
           6885891   general Mar117_1     lzou  R      12:20      1 influ3 
           6885892   general Mar117_1     lzou  R      12:20      1 influ3 
           6885838   general Mar117_1     lzou  R      12:50      1 insy13 
           6885839   general Mar117_1     lzou  R      12:50      1 insy13 
           6885840   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885841   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885842   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885843   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885844   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885845   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885846   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885847   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885848   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885849   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885850   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885851   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885852   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885853   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885854   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885855   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885856   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885857   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885858   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885859   general Mar117_1     lzou  R      12:50      1 ewi3 
           6885860   general Mar117_1     lzou  R      12:50      1 influ1 
           6885862   general Mar117_1     lzou  R      12:50      1 influ1 
           6885863   general Mar117_1     lzou  R      12:50      1 influ1 
           6885864   general Mar117_1     lzou  R      12:50      1 influ1 
           6885865   general Mar117_1     lzou  R      12:50      1 influ1 
           6885810   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885811   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885813   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885814   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885815   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885816   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885817   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885818   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885819   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885820   general Mar117_8     lzou  R      13:20      1 ewi2 
           6885821   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885822   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885823   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885824   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885825   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885826   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885827   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885829   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885830   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885831   general Mar117_9     lzou  R      13:20      1 ewi2 
           6885832   general Mar117_1     lzou  R      13:20      1 ewi2 
           6885833   general Mar117_1     lzou  R      13:20      1 ewi2 
           6885834   general Mar117_1     lzou  R      13:20      1 ewi2 
           6885835   general Mar117_1     lzou  R      13:20      1 ewi3 
           6885836   general Mar117_1     lzou  R      13:20      1 ewi3 
           6885837   general Mar117_1     lzou  R      13:20      1 ewi3 
           6885783   general Mar117_5     lzou  R      13:50      1 insy12 
           6885784   general Mar117_5     lzou  R      13:50      1 insy12 
           6885785   general Mar117_5     lzou  R      13:50      1 insy12 
           6885786   general Mar117_5     lzou  R      13:50      1 insy12 
           6885787   general Mar117_5     lzou  R      13:50      1 insy12 
           6885788   general Mar117_5     lzou  R      13:50      1 insy12 
           6885789   general Mar117_5     lzou  R      13:50      1 insy12 
           6885790   general Mar117_6     lzou  R      13:50      1 insy12 
           6885791   general Mar117_6     lzou  R      13:50      1 insy12 
           6885792   general Mar117_6     lzou  R      13:50      1 insy12 
           6885793   general Mar117_6     lzou  R      13:50      1 insy12 
           6885794   general Mar117_6     lzou  R      13:50      1 insy12 
           6885795   general Mar117_6     lzou  R      13:50      1 insy12 
           6885796   general Mar117_6     lzou  R      13:50      1 insy12 
           6885797   general Mar117_6     lzou  R      13:50      1 insy12 
           6885798   general Mar117_6     lzou  R      13:50      1 insy12 
           6885799   general Mar117_6     lzou  R      13:50      1 insy12 
           6885800   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885801   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885802   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885803   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885804   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885805   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885806   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885807   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885808   general Mar117_7     lzou  R      13:50      1 ewi1 
           6885809   general Mar117_7     lzou  R      13:50      1 ewi2 
           6885756   general Mar117_2     lzou  R      14:20      1 insy13 
           6885757   general Mar117_2     lzou  R      14:20      1 insy13 
           6885758   general Mar117_2     lzou  R      14:20      1 insy13 
           6885759   general Mar117_2     lzou  R      14:20      1 insy11 
           6885760   general Mar117_3     lzou  R      14:20      1 insy11 
           6885761   general Mar117_3     lzou  R      14:20      1 insy11 
           6885762   general Mar117_3     lzou  R      14:20      1 insy11 
           6885763   general Mar117_3     lzou  R      14:20      1 insy11 
           6885764   general Mar117_3     lzou  R      14:20      1 insy11 
           6885765   general Mar117_3     lzou  R      14:20      1 insy11 
           6885766   general Mar117_3     lzou  R      14:20      1 insy11 
           6885767   general Mar117_3     lzou  R      14:20      1 insy11 
           6885768   general Mar117_3     lzou  R      14:20      1 insy11 
           6885769   general Mar117_3     lzou  R      14:20      1 insy11 
           6885770   general Mar117_4     lzou  R      14:20      1 insy11 
           6885771   general Mar117_4     lzou  R      14:20      1 insy11 
           6885772   general Mar117_4     lzou  R      14:20      1 insy11 
           6885773   general Mar117_4     lzou  R      14:20      1 insy11 
           6885774   general Mar117_4     lzou  R      14:20      1 insy11 
           6885775   general Mar117_4     lzou  R      14:20      1 insy11 
           6885776   general Mar117_4     lzou  R      14:20      1 insy11 
           6885777   general Mar117_4     lzou  R      14:20      1 insy12 
           6885778   general Mar117_4     lzou  R      14:20      1 insy12 
           6885779   general Mar117_4     lzou  R      14:20      1 insy12 
           6885780   general Mar117_5     lzou  R      14:20      1 insy12 
           6885781   general Mar117_5     lzou  R      14:20      1 insy12 
           6885782   general Mar117_5     lzou  R      14:20      1 insy12 
           6885731   general Mar117_1     lzou  R      14:50      1 insy14 
           6885732   general Mar117_2     lzou  R      14:50      1 insy14 
           6885733   general Mar117_3     lzou  R      14:50      1 insy14 
           6885734   general Mar117_4     lzou  R      14:50      1 insy14 
           6885735   general Mar117_5     lzou  R      14:50      1 insy14 
           6885736   general Mar117_6     lzou  R      14:50      1 insy14 
           6885737   general Mar117_7     lzou  R      14:50      1 insy14 
           6885738   general Mar117_8     lzou  R      14:50      1 insy14 
           6885739   general Mar117_9     lzou  R      14:50      1 insy14 
           6885740   general Mar117_1     lzou  R      14:50      1 insy14 
           6885741   general Mar117_1     lzou  R      14:50      1 insy14 
           6885742   general Mar117_1     lzou  R      14:50      1 insy14 
           6885743   general Mar117_1     lzou  R      14:50      1 insy14 
           6885744   general Mar117_1     lzou  R      14:50      1 insy14 
           6885745   general Mar117_1     lzou  R      14:50      1 insy14 
           6885746   general Mar117_1     lzou  R      14:50      1 insy14 
           6885747   general Mar117_1     lzou  R      14:50      1 insy14 
           6885748   general Mar117_1     lzou  R      14:50      1 insy14 
           6885749   general Mar117_1     lzou  R      14:50      1 insy14 
           6885750   general Mar117_2     lzou  R      14:50      1 insy14 
           6885751   general Mar117_2     lzou  R      14:50      1 insy14 
           6885752   general Mar117_2     lzou  R      14:50      1 insy14 
           6885753   general Mar117_2     lzou  R      14:50      1 insy11 
           6885754   general Mar117_2     lzou  R      14:50      1 insy11 
           6885755   general Mar117_2     lzou  R      14:50      1 insy11 
           6885716   general Mar116_2     lzou  R      15:20      1 insy13 
           6885717   general Mar116_2     lzou  R      15:20      1 insy13 
           6885718   general Mar116_2     lzou  R      15:20      1 insy13 
           6885719   general Mar116_2     lzou  R      15:20      1 insy13 
           6885720   general Mar116_2     lzou  R      15:20      1 insy13 
           6885721   general Mar116_2     lzou  R      15:20      1 insy13 
           6885722   general Mar116_2     lzou  R      15:20      1 insy13 
           6885723   general Mar116_2     lzou  R      15:20      1 insy13 
           6885724   general Mar116_2     lzou  R      15:20      1 insy13 
           6885725   general Mar116_2     lzou  R      15:20      1 insy13 
           6885700   general Mar116_2     lzou  R      15:21      1 100plus 
           6885701   general Mar116_2     lzou  R      15:21      1 100plus 
           6885702   general Mar116_2     lzou  R      15:21      1 100plus 
           6885703   general Mar116_2     lzou  R      15:21      1 tbm5 
           6885704   general Mar116_2     lzou  R      15:21      1 tbm5 
           6885705   general Mar116_2     lzou  R      15:21      1 tbm5 
           6885706   general Mar116_2     lzou  R      15:21      1 tbm5 
           6885707   general Mar116_2     lzou  R      15:21      1 tbm5 
           6885708   general Mar116_2     lzou  R      15:21      1 tbm5 
           6885709   general Mar116_2     lzou  R      15:21      1 insy13 
           6885710   general Mar116_2     lzou  R      15:21      1 insy13 
           6885713   general Mar116_2     lzou  R      15:21      1 insy13 
           6885714   general Mar116_2     lzou  R      15:21      1 insy13 
           6885715   general Mar116_2     lzou  R      15:21      1 insy13 
           6885673   general Mar116_1     lzou  R      15:51      1 influ5 
           6885674   general Mar116_1     lzou  R      15:51      1 influ5 
           6885675   general Mar116_1     lzou  R      15:51      1 influ5 
           6885676   general Mar116_1     lzou  R      15:51      1 influ5 
           6885677   general Mar116_1     lzou  R      15:51      1 influ5 
           6885678   general Mar116_2     lzou  R      15:51      1 influ5 
